date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:40:34	108853/108853	---M--	200	added ('OK')	image/jpeg	etag:%221a935-53ad42e129200%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-1.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-1.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:40:47	1165438/1165438	---M--	200	added ('OK')	image/jpeg	etag:%2211c87e-53af685572540%22	https://abc/wedding/wedding-new/images/slider-2.jpg	C:/client%203/abc/wedding/wedding-new/images/slider-2.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:08	881351/881351	---M--	200	added ('OK')	image/jpeg	etag:%22d72c7-53af65af62580%22	https://abc/wedding/wedding-new/images/slider-3.jpg	C:/client%203/abc/wedding/wedding-new/images/slider-3.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:16	70189/70189	---M--	200	added ('OK')	image/jpeg	etag:%221122d-53ad464501180%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-4.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-4.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:21	95392/95392	---M--	200	added ('OK')	image/jpeg	etag:%22174a0-53ad464e8a800%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-5.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-5.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:21	102223/102223	---M--	200	added ('OK')	image/jpeg	etag:%2218f4f-53ad465be4780%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-6.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-6.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:27	99832/99832	---M--	200	added ('OK')	image/jpeg	etag:%22185f8-53ad499e5b840%22	https://abc/wedding/wedding-new/images/real-wedding-1.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-1.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:30	119407/119407	---M--	200	added ('OK')	image/jpeg	etag:%221d26f-53ad4bb92ef80%22	https://abc/wedding/wedding-new/images/real-wedding-2.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-2.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:41:42	238190/238190	---M--	200	added ('OK')	image/jpeg	etag:%223a26e-521bff591da80%22	https://abc/wedding/wedding-new/images/vendor-6.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-6.jpg	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
22:41:44	108364/108364	---M--	200	added ('OK')	image/jpeg	etag:%221a74c-521c034deb000%22	https://abc/wedding/wedding-new/images/vendor-8.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-8.jpg	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
22:41:45	215716/215716	---M--	200	added ('OK')	image/jpeg	etag:%2234aa4-521c01b5bed00%22	https://abc/wedding/wedding-new/images/vendor-7.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-7.jpg	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
22:41:45	403/403	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202016%2013:06:47%20GMT	https://abc/wedding/wedding-new/js/price-slider.js	C:/client%203/abc/wedding/wedding-new/js/price-slider.js	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
22:41:47	180144/180144	---M--	200	added ('OK')	image/jpeg	etag:%222bfb0-521bfc699ed80%22	https://abc/wedding/wedding-new/images/vendor-2.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-2.jpg	(from https://abc/wedding/wedding-new/vendor-listing-sidebar.html)
22:41:47	150962/150962	---M--	200	added ('OK')	image/jpeg	etag:%2224db2-53aa5f6222140%22	https://abc/wedding/wedding-new/images/vendor-new-1.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-new-1.jpg	(from https://abc/wedding/wedding-new/vendor-list-new.html)
22:41:47	117166/117166	---M--	200	added ('OK')	image/jpeg	etag:%221c9ae-53af5f64a0d40%22	https://abc/wedding/wedding-new/images/vendor-new-2.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-new-2.jpg	(from https://abc/wedding/wedding-new/vendor-list-new.html)
22:41:50	113390/113390	---M--	200	added ('OK')	image/jpeg	etag:%221baee-53af5f66891c0%22	https://abc/wedding/wedding-new/images/vendor-new-4.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-new-4.jpg	(from https://abc/wedding/wedding-new/vendor-list-new.html)
22:41:50	103220/103220	---M--	200	added ('OK')	image/jpeg	etag:%2219334-53af5f461c540%22	https://abc/wedding/wedding-new/images/vendor-new-3.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-new-3.jpg	(from https://abc/wedding/wedding-new/vendor-list-new.html)
22:41:53	5507/5507	---M--	200	added ('OK')	image/jpeg	etag:%221583-52065078cb180%22	https://abc/wedding/wedding-new/images/userpic.jpg	C:/client%203/abc/wedding/wedding-new/images/userpic.jpg	(from https://abc/wedding/wedding-new/vendor-details.html)
22:41:55	14799/14799	---M--	200	added ('OK')	image/jpeg	etag:%2239cf-52067e7e7c600%22	https://abc/wedding/wedding-new/images/profile_user.jpg	C:/client%203/abc/wedding/wedding-new/images/profile_user.jpg	(from https://abc/wedding/wedding-new/vendor-details.html)
22:41:57	15593/15593	---M--	200	added ('OK')	image/jpeg	etag:%223ce9-5211be8419900%22	https://abc/wedding/wedding-new/images/video.jpg	C:/client%203/abc/wedding/wedding-new/images/video.jpg	(from https://abc/wedding/wedding-new/vendor-details-tabbed.html)
22:42:05	1078096/1078096	---M--	200	added ('OK')	image/jpeg	etag:%22107350-53af0027f1c00%22	https://abc/wedding/wedding-new/images/venue-pic.jpg	C:/client%203/abc/wedding/wedding-new/images/venue-pic.jpg	(from https://abc/wedding/wedding-new/vendor-details.html)
22:42:12	1762/1762	---M-Z	200	added ('OK')	application/javascript	etag:%226e2-5260caa0d1380-gzip%22	https://abc/wedding/wedding-new/js/thumbnail-slider.js	C:/client%203/abc/wedding/wedding-new/js/thumbnail-slider.js	(from https://abc/wedding/wedding-new/vendor-details-tabbed.html)
22:42:19	12923/12923	---M--	200	added ('OK')	image/jpeg	etag:%22327b-53aba6a760200%22	https://abc/wedding/wedding-new/images/vendor-logo.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-logo.jpg	(from https://abc/wedding/wedding-new/vendor-profile.html)
22:42:20	58680/58680	---M-Z	200	added ('OK')	application/javascript	etag:%22e538-5170bc56eb800-gzip%22	https://abc/wedding/wedding-new/js/bootstrap-select.js	C:/client%203/abc/wedding/wedding-new/js/bootstrap-select.js	(from https://abc/wedding/wedding-new/venue-listing.html)
22:42:20	35399/35399	---M--	200	added ('OK')	text/html	etag:%228a47-54a0e2c0e4b3b%22	https://abc/wedding/wedding-new/dresses-listing.html	C:/client%203/abc/wedding/wedding-new/dresses-listing.html	(from https://abc/wedding/wedding-new/index.html)
22:42:25	32824/32824	---M--	200	added ('OK')	text/html	etag:%228038-54a0e2becd89b%22	https://abc/wedding/wedding-new/florist-listing.html	C:/client%203/abc/wedding/wedding-new/florist-listing.html	(from https://abc/wedding/wedding-new/index.html)
22:42:27	926230/926230	---M--	200	added ('OK')	image/jpeg	etag:%22e2216-53aeffe43bc40%22	https://abc/wedding/wedding-new/images/venue-pic-3.jpg	C:/client%203/abc/wedding/wedding-new/images/venue-pic-3.jpg	(from https://abc/wedding/wedding-new/vendor-details.html)
22:42:29	81377/81377	---M--	200	added ('OK')	image/png	etag:%2213de1-53ad163d48040%22	https://abc/wedding/wedding-new/images/to-do-app-screen.png	C:/client%203/abc/wedding/wedding-new/images/to-do-app-screen.png	(from https://abc/wedding/wedding-new/planning-to-do.html)
22:42:29	140777/140777	---M--	200	added ('OK')	image/png	etag:%22225e9-53ad10ef3fc40%22	https://abc/wedding/wedding-new/images/hero-to-do.png	C:/client%203/abc/wedding/wedding-new/images/hero-to-do.png	(from https://abc/wedding/wedding-new/planning-to-do.html)
22:42:30	6106/6106	---M--	200	added ('OK')	image/png	etag:%2217da-53ad0d9e7a9c0%22	https://abc/wedding/wedding-new/images/button-app-store.png	C:/client%203/abc/wedding/wedding-new/images/button-app-store.png	(from https://abc/wedding/wedding-new/planning-to-do.html)
22:42:40	6909/6909	---M--	200	added ('OK')	image/png	etag:%221afd-53ad0da70fe00%22	https://abc/wedding/wedding-new/images/button-google-play.png	C:/client%203/abc/wedding/wedding-new/images/button-google-play.png	(from https://abc/wedding/wedding-new/planning-to-do.html)
22:42:41	40023/40023	---M--	200	added ('OK')	image/png	etag:%229c57-53ad0eb8c43c0%22	https://abc/wedding/wedding-new/images/app-screen.png	C:/client%203/abc/wedding/wedding-new/images/app-screen.png	(from https://abc/wedding/wedding-new/planning-to-do.html)
22:42:41	100796/100796	---M--	200	added ('OK')	image/png	etag:%22189bc-53adf6c800300%22	https://abc/wedding/wedding-new/images/budget-hero.png	C:/client%203/abc/wedding/wedding-new/images/budget-hero.png	(from https://abc/wedding/wedding-new/planning-budget.html)
22:42:42	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:42:41%20GMT	https://abc/wedding/wedding-new/vendor-list.html	C:/client%203/abc/wedding/wedding-new/vendor-list.html	(from https://abc/wedding/wedding-new/couple-landing-page.html)
22:42:43	15770/15770	---M--	200	added ('OK')	image/png	etag:%223d9a-53ade5bfcd400%22	https://abc/wedding/wedding-new/images/to-do-icon.png	C:/client%203/abc/wedding/wedding-new/images/to-do-icon.png	(from https://abc/wedding/wedding-new/couple-landing-page.html)
22:42:43	14543/14543	---M--	200	added ('OK')	image/png	etag:%2238cf-53ad59cb361c0%22	https://abc/wedding/wedding-new/images/cost-estimate.png	C:/client%203/abc/wedding/wedding-new/images/cost-estimate.png	(from https://abc/wedding/wedding-new/couple-landing-page.html)
22:42:44	19017/19017	---M--	200	added ('OK')	image/png	etag:%224a49-53ad5a22f30c0%22	https://abc/wedding/wedding-new/images/guest-list.png	C:/client%203/abc/wedding/wedding-new/images/guest-list.png	(from https://abc/wedding/wedding-new/couple-landing-page.html)
22:42:44	22205/22205	---M--	200	added ('OK')	image/png	etag:%2256bd-53ad5a8ccea80%22	https://abc/wedding/wedding-new/images/table-seating.png	C:/client%203/abc/wedding/wedding-new/images/table-seating.png	(from https://abc/wedding/wedding-new/couple-landing-page.html)
22:42:45	24796/24796	---M--	200	added ('OK')	image/jpeg	etag:%2260dc-53af793873c80%22	https://abc/wedding/wedding-new/images/couple-profile.jpg	C:/client%203/abc/wedding/wedding-new/images/couple-profile.jpg	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:47	25959/25959	---M--	200	added ('OK')	text/html	etag:%226567-54a0e2c5343be%22	https://abc/wedding/wedding-new/couple-wishlist.html	C:/client%203/abc/wedding/wedding-new/couple-wishlist.html	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:47	52405/52405	---M--	200	added ('OK')	text/html	etag:%22ccb5-54a0e2c90f8d9%22	https://abc/wedding/wedding-new/couple-checklist.html	C:/client%203/abc/wedding/wedding-new/couple-checklist.html	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:47	48435/48435	---M--	200	added ('OK')	text/html	etag:%22bd33-54a0e2c97bf40%22	https://abc/wedding/wedding-new/couple-budget.html	C:/client%203/abc/wedding/wedding-new/couple-budget.html	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:49	15774/15774	---M--	200	added ('OK')	text/html	etag:%223d9e-54a0e2c75b82f%22	https://abc/wedding/wedding-new/couple-guestlist.html	C:/client%203/abc/wedding/wedding-new/couple-guestlist.html	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:50	25998/25998	---M--	200	added ('OK')	text/html	etag:%22658e-54a0e2c615d2b%22	https://abc/wedding/wedding-new/couple-profile.html	C:/client%203/abc/wedding/wedding-new/couple-profile.html	(from https://abc/wedding/wedding-new/couple-dashboard.html)
22:42:53	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:42:52%20GMT	https://abc/wedding/wedding-new/css/flaticon.css	C:/client%203/abc/wedding/wedding-new/css/flaticon.css	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:42:57	21486/21486	---M--	200	added ('OK')	text/html	etag:%2253ee-54a0e2c3b71ff%22	https://abc/wedding/wedding-new/dashboard-my-listing.html	C:/client%203/abc/wedding/wedding-new/dashboard-my-listing.html	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:42:59	18675/18675	---M--	200	added ('OK')	text/html	etag:%2248f3-54a0e2c498f54%22	https://abc/wedding/wedding-new/dashboard-add-listing.html	C:/client%203/abc/wedding/wedding-new/dashboard-add-listing.html	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:43:00	12232/12232	---M--	200	added ('OK')	text/html	etag:%222fc8-54a0e2c350189%22	https://abc/wedding/wedding-new/dashboard-pricing.html	C:/client%203/abc/wedding/wedding-new/dashboard-pricing.html	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:43:09	664285/664285	---M--	200	added ('OK')	image/jpeg	etag:%22a22dd-5211cd2fab580%22	https://abc/wedding/wedding-new/images/post-pic-2.jpg	C:/client%203/abc/wedding/wedding-new/images/post-pic-2.jpg	(from https://abc/wedding/wedding-new/blog.html)
22:43:09	614143/614143	---M--	200	added ('OK')	image/jpeg	etag:%2295eff-5211ccd7ee680%22	https://abc/wedding/wedding-new/images/post-pic.jpg	C:/client%203/abc/wedding/wedding-new/images/post-pic.jpg	(from https://abc/wedding/wedding-new/blog.html)
22:43:10	63698/63698	---M--	200	added ('OK')	image/jpeg	etag:%22f8d2-5212ef7f82400%22	https://abc/wedding/wedding-new/images/founder.jpg	C:/client%203/abc/wedding/wedding-new/images/founder.jpg	(from https://abc/wedding/wedding-new/blog-single.html)
22:43:10	7858/7858	---M--	200	added ('OK')	image/jpeg	etag:%221eb2-5215a2c721300%22	https://abc/wedding/wedding-new/images/user-pic-2.jpg	C:/client%203/abc/wedding/wedding-new/images/user-pic-2.jpg	(from https://abc/wedding/wedding-new/blog-single.html)
22:43:11	75408/75408	---M--	200	added ('OK')	image/png	etag:%2212690-5212e43b99000%22	https://abc/wedding/wedding-new/images/cycle-graphic.png	C:/client%203/abc/wedding/wedding-new/images/cycle-graphic.png	(from https://abc/wedding/wedding-new/about-us.html)
22:43:12	50659/50659	---M--	200	added ('OK')	image/jpeg	etag:%22c5e3-52158158db380%22	https://abc/wedding/wedding-new/images/team-pic1.jpg	C:/client%203/abc/wedding/wedding-new/images/team-pic1.jpg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:12	66490/66490	---M--	200	added ('OK')	image/jpeg	etag:%22103ba-52158a5cbf880%22	https://abc/wedding/wedding-new/images/team-pic7.jpg	C:/client%203/abc/wedding/wedding-new/images/team-pic7.jpg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:12	486643/486643	---M--	200	added ('OK')	image/jpeg	etag:%2276cf3-5211cddb54a80%22	https://abc/wedding/wedding-new/images/post-pic-3.jpg	C:/client%203/abc/wedding/wedding-new/images/post-pic-3.jpg	(from https://abc/wedding/wedding-new/blog.html)
22:43:13	76271/76271	---M--	200	added ('OK')	image/jpeg	etag:%22129ef-52158ab294300%22	https://abc/wedding/wedding-new/images/team-pic8.jpg	C:/client%203/abc/wedding/wedding-new/images/team-pic8.jpg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:13	75442/75442	---M--	200	added ('OK')	image/jpeg	etag:%22126b2-521582361bd80%22	https://abc/wedding/wedding-new/images/team-pic2.jpg	C:/client%203/abc/wedding/wedding-new/images/team-pic2.jpg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:13	4113/4113	---M--	200	added ('OK')	image/svg+xml	etag:%221011-5212e1c443e80%22	https://abc/wedding/wedding-new/images/vendor-1.svg	C:/client%203/abc/wedding/wedding-new/images/vendor-1.svg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:14	4073/4073	---M--	200	added ('OK')	image/svg+xml	etag:%22fe9-5212e25cda680%22	https://abc/wedding/wedding-new/images/list.svg	C:/client%203/abc/wedding/wedding-new/images/list.svg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:14	4414/4414	---M--	200	added ('OK')	image/svg+xml	etag:%22113e-5212e28aa1280%22	https://abc/wedding/wedding-new/images/vendor-done.svg	C:/client%203/abc/wedding/wedding-new/images/vendor-done.svg	(from https://abc/wedding/wedding-new/about-us.html)
22:43:15	1031/1031	---M-Z	200	added ('OK')	application/javascript	etag:%22407-5260ca3230e80-gzip%22	https://abc/wedding/wedding-new/js/offset.js	C:/client%203/abc/wedding/wedding-new/js/offset.js	(from https://abc/wedding/wedding-new/about-us.html)
22:43:16	666/666	---M-Z	200	added ('OK')	application/javascript	etag:%2229a-5260c9d88bb00-gzip%22	https://abc/wedding/wedding-new/js/accordion-sign.js	C:/client%203/abc/wedding/wedding-new/js/accordion-sign.js	(from https://abc/wedding/wedding-new/shortcode-accordion.html)
22:43:16	79555/79555	---M--	200	added ('OK')	image/jpeg	etag:%22136c3-53ad5716d8040%22	https://abc/wedding/wedding-new/images/real-wedding-4.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-4.jpg	(from https://abc/wedding/wedding-new/real-wedding-listing.html)
22:43:17	71465/71465	---M--	200	added ('OK')	image/jpeg	etag:%2211729-53ad572155900%22	https://abc/wedding/wedding-new/images/real-wedding-5.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-5.jpg	(from https://abc/wedding/wedding-new/real-wedding-listing.html)
22:43:17	117147/117147	---M--	200	added ('OK')	image/jpeg	etag:%221c99b-53ad5729ead40%22	https://abc/wedding/wedding-new/images/real-wedding-6.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-6.jpg	(from https://abc/wedding/wedding-new/real-wedding-listing.html)
22:43:18	5295/5295	---M--	200	added ('OK')	image/jpeg	etag:%2214af-53bd504d9aac0%22	https://abc/wedding/wedding-new/images/real-wedding-large.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-large.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:43:26	100937/100937	---M--	200	added ('OK')	image/jpeg	etag:%22f4cea16b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city1.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city1.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:43:36	84491/84491	---M--	200	added ('OK')	image/jpeg	etag:%22d462a66b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city4.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city4.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:43:37	110060/110060	---M--	200	added ('OK')	image/jpeg	etag:%229455a36b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city2.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city2.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:43:39	110060/110060	---M--	200	added ('OK')	image/jpeg	etag:%2234dca46b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city3.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city3.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:43:59	116631/116631	---M--	200	added ('OK')	image/jpeg	etag:%221c797-5203b47201f00%22	https://abc/wedding/wedding-new/images/location-pic-5.jpg	C:/client%203/abc/wedding/wedding-new/images/location-pic-5.jpg	(from https://abc/wedding/wedding-new/index.html)
22:44:08	36263/36263	---M--	200	added ('OK')	image/jpeg	etag:%228da7-5203f239be100%22	https://abc/wedding/wedding-new/images/couple.jpg	C:/client%203/abc/wedding/wedding-new/images/couple.jpg	(from https://abc/wedding/wedding-new/index.html)
22:44:24	134008/134008	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220b78-53ab49bebcf00-gzip%22	https://abc/wedding/wedding-new/fonts/fontello.eot?37340713	C:/client%203/abc/wedding/wedding-new/fonts/fontellocf1b.eot	(from https://abc/wedding/wedding-new/css/fontello.css)
22:44:28	69580/69580	---M--	200	added ('OK')	text/html	etag:%2210fcc-53ab49bebcf00%22	https://abc/wedding/wedding-new/fonts/fontello.woff2?37340713	C:/client%203/abc/wedding/wedding-new/fonts/fontellocf1b.html	(from https://abc/wedding/wedding-new/css/fontello.css)
22:44:44	81444/81444	---M--	200	added ('OK')	application/x-font-woff	etag:%2213e24-53ab49bebcf00%22	https://abc/wedding/wedding-new/fonts/fontello.woff?37340713	C:/client%203/abc/wedding/wedding-new/fonts/fontellocf1b.woff	(from https://abc/wedding/wedding-new/css/fontello.css)
22:44:50	544344/544344	---M--	200	added ('OK')	image/jpeg	etag:%2274e9a76b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city5.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city5.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:45:04	133840/133840	---M--	200	added ('OK')	application/x-font-ttf	etag:%2220ad0-53ab49bebcf00%22	https://abc/wedding/wedding-new/fonts/fontello.ttf?37340713	C:/client%203/abc/wedding/wedding-new/fonts/fontellocf1b.ttf	(from https://abc/wedding/wedding-new/css/fontello.css)
22:45:05	602214/602214	---M--	200	added ('OK')	image/jpeg	etag:%22557dac6b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city7.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city7.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:45:13	201193/201193	---M--	200	added ('OK')	image/svg+xml	etag:%22311e9-53ab49bebcf00%22	https://abc/wedding/wedding-new/fonts/fontello.svg?37340713	C:/client%203/abc/wedding/wedding-new/fonts/fontellocf1b.svg	(from https://abc/wedding/wedding-new/css/fontello.css)
22:45:20	7006/7006	---M--	200	added ('OK')	image/png	etag:%221b5e-539a089bd7a00%22	https://abc/wedding/wedding-new/images/ui-icons_444444_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_444444_256x240.png	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:23	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:45:21%20GMT	https://abc/wedding/wedding-new/images/ui-icons_777777_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_777777_256x240.bc.delayed	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:25	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:45:23%20GMT	https://abc/wedding/wedding-new/images/ui-icons_555555_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_555555_256x240.png	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:27	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:45:24%20GMT	https://abc/wedding/wedding-new/images/ui-icons_ffffff_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_ffffff_256x240.png	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:29	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:45:27%20GMT	https://abc/wedding/wedding-new/images/ui-icons_777620_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_777620_256x240.png	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:31	18116/18116	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2006:45:29%20GMT	https://abc/wedding/wedding-new/images/ui-icons_cc0000_256x240.png	C:/client%203/abc/wedding/wedding-new/images/ui-icons_cc0000_256x240.png	(from https://abc/wedding/wedding-new/css/jquery-ui.css)
22:45:41	70987/70987	---M--	200	added ('OK')	image/jpeg	etag:%221154b-53ad462d29940%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-2.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-2.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:45:42	60008/60008	---M--	200	added ('OK')	image/jpeg	etag:%22ea68-53ad4636b2fc0%22	https://abc/wedding/wedding-new/images/vendor-total-thumb-3.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-total-thumb-3.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:45:43	72279/72279	---M--	200	added ('OK')	image/jpeg	etag:%2211a57-53ad4bc2b8600%22	https://abc/wedding/wedding-new/images/real-wedding-3.jpg	C:/client%203/abc/wedding/wedding-new/images/real-wedding-3.jpg	(from https://abc/wedding/wedding-new/index-2.html)
22:45:45	23681/23681	---M--	200	added ('OK')	text/html	etag:%225c81-54a0e2c237930%22	https://abc/wedding/wedding-new/dashboard-profile.html	C:/client%203/abc/wedding/wedding-new/dashboard-profile.html	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:46:03	234569/234569	---M--	200	added ('OK')	image/jpeg	etag:%2239449-521bfe2237d00%22	https://abc/wedding/wedding-new/images/vendor-5.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-5.jpg	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
22:46:48	2321907/2321907	---M--	200	added ('OK')	image/jpeg	etag:%22b5f6aa6b6c2d01:0%22	http://www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city6.jpg	C:/client%203/www.prepbootstrap.com/Content/images/template/ResponsiveImageTiles/city6.jpg	(from https://abc/wedding/wedding-new/real-wedding-single.html)
22:46:50	30820/30820	---M--	200	added ('OK')	image/png	etag:%227864-52e774db13bc0%22	https://abc/wedding/wedding-new/images/profile-dashbaord.png	C:/client%203/abc/wedding/wedding-new/images/profile-dashbaord.png	(from https://abc/wedding/wedding-new/dashboard-vendor.html)
22:46:50	3387/3387	---M-Z	200	added ('OK')	application/javascript	etag:%22d3b-53e425007b7c0-gzip%22	https://abc/wedding/wedding-new/js/jquery.circlechart.js	C:/client%203/abc/wedding/wedding-new/js/jquery.circlechart.js	(from https://abc/wedding/wedding-new/couple-checklist.html)
22:46:51	182395/182395	---M--	200	added ('OK')	image/jpeg	etag:%222c87b-521d056291380%22	https://abc/wedding/wedding-new/images/vendor-9.jpg	C:/client%203/abc/wedding/wedding-new/images/vendor-9.jpg	(from https://abc/wedding/wedding-new/vendor-listing-row-map.html)
